drug_a,drug_b,label
DB08867,DB00934,0
DB01064,DB00956,0
DB00590,DB08875,1
DB00705,DB01211,1
DB12612,DB00433,0
DB12005,DB04794,0
DB01130,DB01095,0
DB00414,DB01131,1
DB09224,DB11682,0
DB01072,DB08820,1
DB01274,DB12255,1
DB00568,DB04898,1
DB00792,DB09555,1
DB04908,DB00806,0
DB00255,DB06636,1
DB01198,DB01234,1
DB00674,DB00918,1
DB00476,DB00951,1
DB00392,DB00976,0
DB12597,DB08895,0
DB00384,DB00737,0
DB08864,DB11672,1
DB00482,DB01611,1
DB00744,DB01039,1
DB00675,DB00934,1
DB01208,DB06287,0
DB06605,DB09048,1
DB00185,DB08804,0
DB04574,DB06712,1
DB00501,DB00906,0
DB01221,DB01126,0
DB00444,DB00580,1
DB02134,DB00839,0
DB00978,DB04889,1
DB11574,DB11886,0
DB00374,DB06203,0
DB00530,DB00717,1
DB12319,DB01576,0
DB00195,DB00283,1
DB09079,DB00839,0
DB00827,DB01472,0
DB04908,DB00758,0
DB00187,DB00694,0
DB01167,DB06144,1
DB01065,DB01072,1
DB00575,DB01576,1
DB00496,DB01577,1
DB00396,DB08995,1
DB00700,DB01059,0
DB00448,DB00621,1
DB04794,DB09225,0
DB01609,DB06401,1
DB00621,DB09280,0
DB02187,DB09227,1
DB01050,DB01355,1
DB00860,DB13179,1
DB01002,DB01393,0
DB00484,DB00294,0
DB09225,DB00177,0
DB00799,DB00414,0
DB01609,DB06700,0
DB00865,DB01400,0
DB00330,DB01195,1
DB00740,DB00163,0
DB01764,DB01297,0
DB06741,DB00570,0
DB01396,DB00437,0
DB11693,DB00724,0
DB00863,DB01624,1
DB00872,DB01223,1
DB00745,DB06512,0
DB00918,DB01118,1
DB03756,DB08895,0
DB00104,DB00227,1
DB00661,DB00932,1
DB09061,DB00845,0
DB00910,DB01211,1
DB00378,DB00370,0
DB00227,DB00956,1
DB00936,DB09017,0
DB00395,DB00759,0
DB00571,DB00872,1
DB04838,DB11791,0
DB00740,DB12278,0
DB00194,DB00839,0
DB00434,DB11619,0
DB00490,DB04216,0
DB00932,DB00933,1
DB01012,DB01359,1
DB00395,DB01096,0
DB00396,DB00734,1
DB00317,DB01253,0
DB00395,DB00783,1
DB00588,DB09030,1
DB08816,DB00968,0
DB00554,DB01103,0
DB00396,DB01221,1
DB09183,DB06654,0
DB09389,DB00699,0
DB00224,DB05541,1
DB12010,DB12597,0
DB04839,DB11730,1
DB00468,DB06803,1
DB00788,DB00297,0
DB11697,DB00549,0
DB00674,DB01069,1
DB06203,DB12218,0
DB01171,DB09065,1
DB00896,DB00704,0
DB12371,DB00628,0
DB00333,DB04920,1
DB06693,DB09235,0
DB07615,DB12319,1
DB00675,DB08439,1
DB00608,DB00773,1
DB00205,DB08820,0
DB00508,DB00814,0
DB00762,DB00234,0
DB09167,DB00636,0
DB00589,DB00603,0
DB00740,DB01166,1
DB01138,DB11823,1
DB00243,DB04725,0
DB01221,DB01152,0
DB01232,DB04825,1
DB06712,DB13174,1
DB01114,DB02187,0
DB05239,DB06712,1
DB00169,DB00843,1
DB00818,DB04630,0
DB12235,DB06267,0
DB01050,DB06789,0
DB01580,DB11963,1
DB06201,DB00700,0
DB01008,DB00118,0
DB00330,DB01181,1
DB01065,DB00244,0
DB01087,DB12093,1
DB01155,DB00208,0
DB00910,DB04911,0
DB00402,DB00908,1
DB00533,DB06693,0
DB09039,DB11614,1
DB00337,DB01236,0
DB01130,DB09065,0
DB06726,DB11689,0
DB12001,DB00381,0
DB00176,DB04841,1
DB01095,DB12471,0
DB01013,DB11652,1
DB00717,DB11581,1
DB00588,DB06218,1
DB00304,DB04574,1
DB01405,DB12674,0
DB00439,DB00574,1
DB01009,DB01132,1
DB00776,DB00627,0
DB11718,DB00388,0
DB00661,DB00863,1
DB00327,DB01411,1
DB01181,DB00973,0
DB05541,DB12147,1
DB01242,DB03756,0
DB00792,DB09204,1
DB00757,DB08933,0
DB12020,DB00378,0
DB00571,DB01411,0
DB00188,DB00976,1
DB01039,DB01062,1
DB00796,DB00356,0
DB00467,DB01628,1
DB06741,DB12874,1
DB00623,DB01228,1
DB01013,DB00708,0
DB00721,DB08827,0
DB00877,DB01009,0
DB08864,DB09195,1
DB00946,DB01406,1
DB01217,DB00656,0
DB09297,DB00377,0
DB00320,DB04896,1
DB00696,DB01074,1
DB04898,DB06803,1
DB06282,DB13874,0
DB00593,DB00872,1
DB01685,DB07615,1
DB09101,DB09143,1
DB04652,DB01035,0
DB00872,DB09297,1
DB00327,DB00744,1
DB01035,DB02703,1
DB00982,DB09053,0
DB01137,DB04938,0
DB01173,DB11581,1
DB09102,DB00422,0
DB00338,DB09166,1
DB00714,DB00997,0
DB01126,DB01190,1
DB06210,DB06777,0
DB00744,DB11672,1
DB00439,DB08875,1
DB00201,DB00740,1
DB00629,DB00440,0
DB03575,DB00324,0
DB01075,DB04665,1
DB04856,DB11730,1
DB00193,DB00678,1
DB00862,DB05885,0
DB00320,DB06712,1
DB01173,DB11952,1
DB06789,DB09224,0
DB01583,DB04840,0
DB00912,DB11652,1
DB01096,DB00191,0
DB00932,DB06287,1
DB00227,DB01142,1
DB01058,DB04908,0
DB00863,DB00834,0
DB00571,DB01173,1
DB08903,DB12147,0
DB00601,DB01559,0
DB00370,DB00705,1
DB08882,DB09235,1
DB02709,DB00347,0
DB09124,DB01138,0
DB00731,DB01242,1
DB04665,DB00907,0
DB00622,DB00945,1
DB00827,DB03783,1
DB00762,DB08901,1
DB00316,DB01873,0
DB09238,DB11613,1
DB01222,DB09083,0
DB01252,DB12597,0
DB09123,DB08896,0
DB01628,DB02489,1
DB00370,DB00877,1
DB01384,DB00612,0
DB09124,DB08827,0
DB00317,DB03701,0
DB00191,DB01039,0
DB00969,DB06636,1
DB11951,DB13174,0
DB06729,DB02187,0
DB00661,DB04871,1
DB00322,DB00978,0
DB13158,DB09235,0
DB01242,DB01297,1
DB11823,DB00959,0
DB05990,DB09225,1
DB00475,DB11757,0
DB00872,DB04894,1
DB00697,DB06335,0
DB00784,DB00827,1
DB04652,DB06700,1
DB03783,DB06654,0
DB01095,DB06228,1
DB02709,DB01405,0
DB00731,DB01190,1
DB01035,DB09195,1
DB00582,DB11986,1
DB03701,DB01058,0
DB01192,DB09213,0
DB01685,DB01580,0
DB11791,DB09124,0
DB01395,DB11574,0
DB01152,DB03496,0
DB11942,DB00706,0
DB01410,DB00973,0
DB00564,DB02703,1
DB00266,DB01685,1
DB01176,DB09048,1
DB12582,DB00817,0
DB00792,DB01037,1
DB04572,DB11581,1
DB06781,DB01685,0
DB00508,DB06207,0
DB00629,DB00927,1
DB09204,DB01411,0
DB01357,DB03783,1
DB00674,DB06626,0
DB01319,DB06201,0
DB01094,DB00289,0
DB00705,DB08865,1
DB00468,DB00810,1
DB00959,DB00891,0
DB01211,DB11986,1
DB00448,DB08865,1
DB00518,DB09099,1
DB00215,DB01409,1
DB04938,DB05990,0
DB06403,DB00677,0
DB01064,DB12001,0
DB06777,DB13874,1
DB09054,DB01580,0
DB00476,DB00495,1
DB00425,DB11697,1
DB00395,DB01263,0
DB00370,DB11757,1
DB00758,DB09290,1
DB01338,DB12548,0
DB01168,DB01117,0
DB00297,DB11855,1
DB01013,DB01142,0
DB13158,DB01590,0
DB00586,DB00668,1
DB00932,DB12026,1
DB09079,DB09204,0
DB00818,DB09030,1
DB00904,DB11915,1
DB00201,DB12010,0
DB00714,DB00736,0
DB12471,DB04957,0
DB00706,DB01012,1
DB08873,DB01035,0
DB01264,DB11586,1
DB09225,DB00288,0
DB11652,DB12184,1
DB00694,DB00351,0
DB00472,DB09291,1
DB00530,DB00554,1
DB01103,DB00796,0
DB01577,DB00444,0
DB00215,DB09048,1
DB01072,DB05812,1
DB00297,DB00482,1
DB00714,DB08877,0
DB00422,DB00973,0
DB01261,DB08860,1
DB00476,DB00394,0
DB11942,DB00629,0
DB01228,DB05219,0
DB11712,DB11837,1
DB00361,DB00532,1
DB00351,DB09166,0
DB01176,DB01130,0
DB13158,DB05990,0
DB01595,DB08804,0
DB00694,DB00532,0
DB00440,DB06636,1
DB00982,DB01227,0
DB01577,DB03783,1
DB01195,DB01590,1
DB06412,DB00983,0
DB06292,DB01558,0
DB01074,DB00947,0
DB00706,DB00391,0
DB00751,DB11791,0
DB00642,DB11753,1
DB00751,DB06203,1
DB02489,DB00570,0
DB01623,DB04076,1
DB00304,DB08502,0
DB00309,DB12887,1
DB01103,DB04832,1
DB00367,DB06789,1
DB00696,DB06605,1
DB00788,DB11978,1
DB00700,DB12874,1
DB00969,DB02489,1
DB00205,DB00323,0
DB01355,DB01764,0
DB06712,DB12483,1
DB00208,DB09273,1
DB00603,DB03756,1
DB03701,DB11679,0
DB11560,DB09273,0
DB00316,DB01065,1
DB00810,DB12130,0
DB01155,DB08867,0
DB00845,DB05154,1
DB00382,DB09291,0
DB11886,DB00910,0
DB00860,DB01194,0
DB00802,DB01167,1
DB00338,DB05271,0
DB00934,DB08864,1
DB01242,DB09030,1
DB07615,DB00455,0
DB00353,DB12141,1
DB00243,DB00708,0
DB00839,DB00740,0
DB00932,DB04871,1
DB06726,DB00946,0
DB01217,DB06701,0
DB08865,DB12887,1
DB00627,DB01591,1
DB00381,DB09290,0
DB00845,DB09071,1
DB01098,DB06803,1
DB06077,DB04840,0
DB00656,DB00304,0
DB00414,DB01086,0
DB03756,DB00527,0
DB00250,DB08798,1
DB07615,DB00764,0
DB00839,DB08827,0
DB00758,DB06148,1
DB11575,DB00865,0
DB00489,DB00705,1
DB05154,DB08896,1
DB01168,DB04855,0
DB00215,DB11757,1
DB12020,DB00907,0
DB00528,DB08880,0
DB04920,DB09288,1
DB00240,DB06603,0
DB12218,DB01303,0
DB00213,DB01601,1
DB00619,DB00839,1
DB00414,DB00972,1
DB00379,DB01096,1
DB00532,DB11682,1
DB00402,DB11682,1
DB00216,DB11679,1
DB06148,DB09291,1
DB01208,DB04216,0
DB01126,DB01254,1
DB02187,DB00392,0
DB00636,DB08922,0
DB01222,DB09166,0
DB01409,DB06144,1
DB00358,DB00806,0
DB05708,DB01355,0
DB00568,DB01096,1
DB00467,DB00740,1
DB02789,DB05812,0
DB00264,DB00679,1
DB12147,DB00553,0
DB06781,DB09183,0
DB00678,DB09079,1
DB12026,DB00623,0
DB09065,DB11952,1
DB08820,DB11581,1
DB00792,DB01074,1
DB00270,DB01544,1
DB08901,DB11951,1
DB00741,DB12332,1
DB00582,DB04898,1
DB00758,DB01685,1
DB01621,DB09238,1
DB00495,DB00792,0
DB09296,DB00382,0
DB00820,DB08865,1
DB01166,DB06594,1
DB00907,DB09195,1
DB08907,DB13179,1
DB01137,DB00531,0
DB00619,DB09198,1
DB06700,DB12319,1
DB00977,DB11574,1
DB05812,DB00724,0
DB00802,DB02489,0
DB00469,DB01393,0
DB06414,DB12693,0
DB06789,DB01873,0
DB00501,DB04845,1
DB00582,DB00745,1
DB01217,DB01232,1
DB11942,DB08864,0
DB08846,DB01166,0
DB06739,DB04825,0
DB00494,DB01295,1
DB00945,DB06268,1
DB06636,DB09123,1
DB05154,DB00865,0
DB06210,DB00705,0
DB00187,DB00503,1
DB01048,DB00194,0
DB01254,DB06148,1
DB09034,DB12267,1
DB00857,DB01117,1
DB11689,DB12267,1
DB00370,DB00655,0
DB09063,DB00799,0
DB00494,DB00603,0
DB00717,DB09235,1
DB00444,DB04574,1
DB01067,DB01095,1
DB08868,DB00294,0
DB00779,DB00621,0
DB00751,DB12332,1
DB00860,DB01232,1
DB02489,DB13874,1
DB00169,DB06729,0
DB00933,DB12978,0
DB09274,DB01587,0
DB00330,DB05154,1
DB06148,DB09039,1
DB04856,DB00173,0
DB00857,DB00337,0
DB01621,DB06729,1
DB01359,DB00663,0
DB04894,DB00528,0
DB00977,DB01221,1
DB00173,DB01409,0
DB00972,DB01138,1
DB09389,DB00717,0
DB13919,DB02134,0
DB01167,DB01591,1
DB00215,DB09296,0
DB06401,DB01168,0
DB01210,DB06693,0
DB00268,DB00799,0
DB00773,DB04076,1
DB01253,DB01048,0
DB06738,DB09183,1
DB00477,DB01685,1
DB03756,DB11581,0
DB02789,DB06594,0
DB00396,DB06595,1
DB09239,DB01873,0
DB00346,DB00603,0
DB00297,DB00294,0
DB00888,DB00395,0
DB00489,DB01076,0
DB00328,DB12332,1
DB00738,DB11979,1
DB00477,DB11697,1
DB09195,DB00629,0
DB00388,DB00317,0
DB01095,DB08816,1
DB00745,DB01087,1
DB01152,DB09296,0
DB00675,DB01037,1
DB01242,DB01194,0
DB00330,DB00805,1
DB04665,DB12371,1
DB00248,DB06654,1
DB00518,DB00845,1
DB00227,DB09017,1
DB00674,DB12693,1
DB00862,DB04855,1
DB09073,DB12483,1
DB01054,DB00233,0
DB09224,DB00169,0
DB09128,DB11718,1
DB00261,DB00471,0
DB00425,DB01411,1
DB01026,DB01175,1
DB01174,DB02709,0
DB00532,DB01181,1
DB00845,DB00338,0
DB00951,DB01536,1
DB00533,DB01118,1
DB00744,DB04911,1
DB01058,DB01259,1
DB08880,DB00908,0
DB03010,DB00906,0
DB01245,DB01012,0
DB01395,DB09063,1
DB00712,DB01095,1
DB00927,DB12147,0
DB00588,DB01079,0
DB00612,DB13179,1
DB00486,DB12020,0
DB00908,DB01263,1
DB02709,DB09101,0
DB01621,DB03701,0
DB00792,DB06726,1
DB01590,DB01591,1
DB00533,DB01132,1
DB00799,DB08808,0
DB00621,DB00213,0
DB11828,DB00186,0
DB01405,DB12147,0
DB01259,DB12130,1
DB01013,DB00316,0
DB02134,DB09223,0
DB00255,DB00382,0
DB12020,DB00539,0
DB01232,DB06678,1
DB01208,DB00353,0
DB08907,DB00448,0
DB00173,DB12026,0
DB11796,DB00851,0
DB00530,DB06512,1
DB00176,DB00378,1
DB00586,DB05990,1
DB01048,DB01297,0
DB06781,DB11730,0
DB00381,DB04725,1
DB09090,DB11652,1
DB08868,DB12471,0
DB01095,DB04920,1
DB00751,DB06726,1
DB00414,DB01558,0
DB00193,DB01601,1
DB01058,DB01059,1
DB02187,DB00327,0
DB00773,DB01544,1
DB00250,DB13879,0
DB13158,DB01208,0
DB08868,DB09099,0
DB00482,DB01217,1
DB09073,DB12141,1
DB00440,DB01628,1
DB01079,DB04894,0
DB09204,DB11718,1
DB00737,DB01118,1
DB00677,DB06152,0
DB06739,DB00233,0
DB00836,DB01095,1
DB06335,DB11951,1
DB09185,DB11921,1
DB08846,DB01079,0
DB05990,DB13919,0
DB00564,DB09327,0
DB08881,DB09227,1
DB01214,DB00176,0
DB06781,DB04630,0
DB11693,DB11886,0
DB00608,DB09198,1
DB02703,DB06148,1
DB00619,DB00752,1
DB01114,DB00620,0
DB00471,DB00973,0
DB00757,DB09173,1
DB01367,DB06210,1
DB00972,DB01685,1
DB00896,DB00173,0
DB00208,DB00792,1
DB09227,DB12161,1
DB01227,DB04794,1
DB00674,DB00327,0
DB01166,DB01259,1
DB09128,DB01393,0
DB04977,DB00677,0
DB01118,DB04725,1
DB04842,DB01062,0
DB00976,DB09227,1
DB00307,DB00910,0
DB06268,DB12235,1
DB00866,DB08881,1
DB00841,DB08827,0
DB00932,DB08439,1
DB04557,DB01559,0
DB01068,DB08882,1
DB00959,DB04911,0
DB11823,DB01388,0
DB06817,DB08865,0
DB00788,DB00851,1
DB00169,DB01624,1
DB08864,DB04908,0
DB00501,DB08901,1
DB00316,DB06148,1
DB00409,DB06605,0
DB06414,DB11682,0
DB09229,DB00947,0
DB04854,DB00384,0
DB01393,DB04957,0
DB01392,DB01223,0
DB00752,DB09555,1
DB01002,DB00304,0
DB00433,DB04889,1
DB01176,DB03756,1
DB01645,DB04889,1
DB01067,DB01131,1
DB00304,DB11682,0
DB01214,DB11689,0
DB00243,DB12693,1
DB08865,DB11574,1
DB01177,DB12093,0
DB01238,DB11967,0
DB09236,DB06693,0
DB00316,DB00574,1
DB01095,DB13879,1
DB04889,DB06605,0
DB00603,DB01295,0
DB01254,DB01624,1
DB00412,DB03756,1
DB00839,DB09054,0
DB00622,DB03756,1
DB00185,DB09238,1
DB00454,DB12874,0
DB01409,DB00484,0
DB00224,DB08910,1
DB00700,DB01062,1
DB01628,DB13174,1
DB04216,DB04871,1
DB09216,DB11652,1
DB01264,DB09216,1
DB00814,DB00969,1
DB01200,DB09048,1
DB11855,DB00323,0
DB12457,DB00353,0
DB00471,DB04665,1
DB00440,DB01264,1
DB06726,DB00773,0
DB01096,DB11979,1
DB00204,DB09071,1
DB00444,DB08882,1
DB00208,DB00627,1
DB00872,DB08918,1
DB12218,DB01002,0
DB00395,DB00358,0
DB00700,DB01155,0
DB00818,DB01320,1
DB00454,DB00674,0
DB00440,DB04898,1
DB12371,DB11737,0
DB01198,DB11672,1
DB00264,DB12245,1
DB01254,DB09290,1
DB00557,DB00304,0
DB01059,DB01183,0
DB00863,DB11855,1
DB00531,DB00796,1
DB04725,DB00819,0
DB06636,DB00642,0
DB00546,DB00674,0
DB00382,DB00877,0
DB01367,DB09288,1
DB00409,DB01590,1
DB00501,DB01198,1
DB00379,DB01087,1
DB08804,DB01656,0
DB08910,DB09229,0
DB01223,DB02703,1
DB00539,DB00776,0
DB00412,DB01095,1
DB11886,DB12147,1
DB01274,DB09030,0
DB01588,DB11652,1
DB04856,DB08875,1
DB01264,DB09291,1
DB01259,DB01210,0
DB00705,DB11619,1
DB01357,DB00655,0
DB08922,DB11581,1
DB04557,DB08901,0
DB09327,DB01117,0
DB00455,DB01261,1
DB00571,DB11823,1
DB00877,DB12471,0
DB09073,DB04574,0
DB05814,DB09167,0
DB00508,DB00788,0
DB00532,DB04794,0
DB01210,DB09297,0
DB00598,DB00337,0
DB01384,DB12941,0
DB00169,DB01263,1
DB00324,DB00248,0
DB00717,DB00908,1
DB00545,DB00730,0
DB00933,DB05708,0
DB00663,DB11915,0
DB06700,DB00205,0
DB00836,DB05708,0
DB06603,DB09195,1
DB00608,DB03783,1
DB08907,DB06693,0
DB00379,DB01047,0
DB00270,DB00425,1
DB01395,DB00933,0
DB09173,DB01400,0
DB00440,DB00805,0
DB01263,DB06700,1
DB01198,DB06412,1
DB00208,DB00334,1
DB00788,DB09063,1
DB09054,DB11837,1
DB00335,DB01079,1
DB00904,DB03783,1
DB09054,DB12483,1
DB01403,DB00309,0
DB01259,DB00699,0
DB00216,DB04070,0
DB08873,DB08893,1
DB03701,DB00277,0
DB11796,DB00490,0
DB00580,DB01611,0
DB00533,DB04574,1
DB00951,DB01117,1
DB00215,DB12026,1
DB00530,DB00726,1
DB00454,DB08877,1
DB00215,DB08873,1
DB00704,DB01297,0
DB01275,DB08867,0
DB01395,DB09299,1
DB05990,DB08901,0
DB00448,DB11823,1
DB00570,DB00608,1
DB00779,DB00910,0
DB06605,DB11837,1
DB00528,DB00787,0
DB00694,DB00315,0
DB02703,DB11712,1
DB04832,DB09101,1
DB01621,DB09235,0
DB04844,DB11737,0
DB00227,DB00959,1
DB00227,DB09071,1
DB01068,DB00253,0
DB08815,DB01222,0
DB00264,DB01621,1
DB09099,DB11952,1
DB00518,DB00717,1
DB00353,DB04920,0
DB01369,DB00501,0
DB00896,DB09034,0
DB00283,DB06636,0
DB01097,DB01211,0
DB00783,DB09124,0
DB00851,DB01195,1
DB01013,DB01544,0
DB01130,DB06148,0
DB04828,DB02187,0
DB01576,DB00946,0
DB09090,DB06803,0
DB00717,DB00983,0
DB01611,DB01583,0
DB00741,DB11691,0
DB00851,DB01628,1
DB08899,DB09167,0
DB07615,DB00193,0
DB00608,DB06419,1
DB00818,DB09102,0
DB00753,DB04975,1
DB00240,DB08995,0
DB00187,DB00377,1
DB00661,DB00843,1
DB11951,DB02789,0
DB00932,DB03701,1
DB00391,DB00227,0
DB00528,DB06700,1
DB00599,DB00289,0
DB00530,DB09073,1
DB00396,DB06144,1
DB09225,DB11837,1
DB00697,DB00857,1
DB06210,DB11689,1
DB00629,DB00694,0
DB06756,DB06789,0
DB00717,DB08502,0
DB00352,DB09291,0
DB03783,DB00445,0
DB00972,DB09327,1
DB11712,DB09238,0
DB04975,DB00248,0
DB00304,DB01253,0
DB00361,DB00810,0
DB08804,DB11560,0
DB06701,DB01130,0
DB05246,DB11574,0
DB11613,DB13874,1
DB09195,DB09227,1
DB00685,DB03783,1
DB00377,DB09053,1
DB00620,DB00783,1
DB00857,DB00888,0
DB00490,DB00627,1
DB00711,DB09299,0
DB01576,DB11757,1
DB11689,DB12245,1
DB04911,DB12245,1
DB01359,DB09053,1
DB01068,DB06412,0
DB01098,DB06419,1
DB00193,DB01062,1
DB00704,DB01208,0
DB00972,DB09237,1
DB00454,DB00845,1
DB00352,DB01587,0
DB01217,DB01018,0
DB00356,DB01264,1
DB04839,DB00945,0
DB01200,DB03756,0
DB01026,DB01097,1
DB04829,DB09291,1
DB01200,DB08880,0
DB01037,DB05708,1
DB00559,DB00696,1
DB11613,DB01152,0
DB00661,DB01558,1
DB06636,DB06789,1
DB00734,DB01410,1
DB12371,DB00379,0
DB01118,DB11574,1
DB00328,DB01095,1
DB00337,DB00401,0
DB11574,DB00751,0
DB01166,DB04855,1
DB09049,DB00960,0
DB00309,DB00912,0
DB04856,DB09048,1
DB06700,DB11574,1
DB00163,DB13158,0
DB01058,DB04896,1
DB04574,DB00494,0
DB00706,DB00180,0
DB00317,DB11672,1
DB04832,DB08895,1
DB11837,DB00437,0
DB01132,DB08865,1
DB08502,DB06335,0
DB00361,DB00679,1
DB00998,DB11943,0
DB00817,DB01029,0
DB00264,DB00496,1
DB11693,DB01645,0
DB00661,DB00806,1
DB11586,DB11837,1
DB03756,DB00422,0
DB00810,DB06712,0
DB00533,DB06691,0
DB03756,DB00932,0
DB00378,DB01355,0
DB00831,DB08896,0
DB00356,DB01208,0
DB00317,DB01028,1
DB00234,DB00489,1
DB00546,DB01072,1
DB01400,DB12612,0
DB11652,DB00283,0
DB00253,DB06730,0
DB00191,DB09101,1
DB00621,DB06654,0
DB01013,DB01183,0
DB00169,DB00805,1
DB00845,DB01126,1
DB00956,DB09039,1
DB00924,DB00951,1
DB09244,DB00663,0
DB00792,DB05294,0
DB11586,DB01536,0
DB09389,DB00320,0
DB01190,DB01009,0
DB05541,DB06268,1
DB00787,DB01012,1
DB12184,DB00783,0
DB01395,DB08864,1
DB01028,DB01195,1
DB00194,DB01873,0
DB00636,DB02489,0
DB01253,DB00414,0
DB00294,DB00976,1
DB00932,DB11951,1
DB01069,DB04630,0
DB01041,DB09099,0
DB06730,DB03496,0
DB00910,DB00731,0
DB00678,DB01117,1
DB01583,DB04894,0
DB00936,DB01228,0
DB00563,DB09049,0
DB01233,DB08882,1
DB05814,DB00820,0
DB01058,DB09238,1
DB00623,DB08893,1
DB00724,DB00176,0
DB01098,DB01114,1
DB00224,DB09030,1
DB00347,DB08846,1
DB09101,DB09288,1
DB03701,DB00184,0
DB00951,DB04856,1
DB11737,DB01418,0
DB00277,DB01094,1
DB00177,DB01177,1
DB01580,DB06603,1
DB00575,DB11693,0
DB01628,DB00896,0
DB01228,DB04884,1
DB00571,DB01259,1
DB01388,DB01048,0
DB00289,DB00494,1
DB06077,DB00736,0
DB00603,DB01076,1
DB00374,DB08875,1
DB00220,DB12245,1
DB00872,DB11986,1
DB01274,DB09053,1
DB06403,DB09061,1
DB06738,DB01248,0
DB00261,DB01072,1
DB00575,DB01254,1
DB00699,DB01611,1
DB00317,DB01297,1
DB04896,DB09330,1
DB09183,DB01200,0
DB04216,DB11963,1
DB01177,DB06739,1
DB01369,DB08918,0
DB02703,DB06207,1
DB00338,DB00444,1
DB00738,DB09185,1
DB01208,DB11619,0
DB00672,DB00518,0
DB01032,DB00623,0
DB00888,DB00674,0
DB00304,DB00204,0
DB00445,DB00897,0
DB00737,DB00253,0
DB00288,DB05708,0
DB00622,DB01086,1
DB00906,DB09090,0
DB00304,DB00195,0
DB09053,DB11796,0
DB09299,DB00233,0
DB09198,DB12941,0
DB06777,DB09297,0
DB00484,DB01035,0
DB06789,DB01253,0
DB01075,DB01222,0
DB00619,DB12329,0
DB00687,DB00796,0
DB01400,DB04835,0
DB13174,DB09049,0
DB04889,DB09238,1
DB01007,DB00712,0
DB00213,DB00395,1
DB00908,DB04844,1
DB13003,DB01183,0
DB01152,DB00759,0
DB00333,DB00891,1
DB01072,DB11817,1
DB09280,DB01137,0
DB11691,DB01096,0
DB09030,DB08868,0
DB00353,DB00744,0
DB01406,DB09102,1
DB00910,DB09389,0
DB00471,DB01283,1
DB02187,DB05294,0
DB03756,DB04557,0
DB00740,DB00736,0
DB00324,DB01045,0
DB12001,DB04835,0
DB11986,DB00586,0
DB11855,DB12184,0
DB12130,DB00846,0
DB08807,DB08804,0
DB01036,DB04856,1
DB00952,DB09291,0
DB00712,DB13874,1
DB04894,DB11581,1
DB00530,DB01118,1
DB00700,DB03575,0
DB00532,DB00787,1
DB01264,DB01628,1
DB00599,DB00764,0
DB00501,DB09128,1
DB00315,DB00758,1
DB00425,DB03783,1
DB04552,DB08798,0
DB11828,DB00482,0
DB12267,DB01131,0
DB00518,DB00818,1
DB00599,DB01394,1
DB00250,DB00738,1
DB00530,DB00553,1
DB00712,DB08881,1
DB00277,DB12471,0
DB00533,DB01263,1
DB00361,DB01392,1
DB00195,DB04216,1
DB00669,DB06401,0
DB08827,DB00674,0
DB01263,DB00244,0
DB01054,DB01191,0
DB04844,DB12548,0
DB00425,DB01155,1
DB01100,DB04845,1
DB00972,DB00655,0
DB06148,DB09090,0
DB04652,DB01409,0
DB00731,DB01211,1
DB00309,DB09330,1
DB00792,DB08865,0
DB00379,DB00788,1
DB00238,DB01192,1
DB00496,DB00598,1
DB00224,DB11586,1
DB01214,DB12278,0
DB00778,DB08910,1
DB00379,DB00590,1
DB00969,DB12319,1
DB01183,DB01609,1
DB01167,DB11737,1
DB04840,DB12005,1
DB00911,DB08995,0
DB00253,DB00255,0
DB00973,DB01544,1
DB04946,DB00194,0
DB06817,DB13179,0
DB01100,DB04856,1
DB00250,DB01054,1
DB01118,DB06741,0
DB01609,DB11682,1
DB00184,DB11586,1
DB00448,DB04844,1
DB01181,DB01228,0
DB00194,DB08895,0
DB00234,DB01177,1
DB00487,DB02489,1
DB01221,DB02703,1
DB01168,DB01129,0
DB01095,DB04725,1
DB12548,DB08868,0
DB00238,DB04665,1
DB01098,DB09236,0
DB11823,DB12005,1
DB01041,DB01195,1
DB11855,DB06077,0
DB01369,DB09073,1
DB00896,DB00612,0
DB00712,DB01069,1
DB00818,DB00169,0
DB00433,DB00201,0
DB12466,DB09225,0
DB00204,DB13879,1
DB06218,DB12010,1
DB01319,DB00184,0
DB04665,DB11613,0
DB01064,DB00704,0
DB01068,DB09185,1
DB00683,DB01138,0
DB00188,DB01059,1
DB12887,DB01171,0
DB01221,DB08502,1
DB01388,DB02703,1
DB06335,DB04911,0
DB00395,DB09065,0
DB01232,DB11979,1
DB01217,DB01583,0
DB01087,DB08907,1
DB06512,DB09143,0
DB09330,DB01198,0
DB00872,DB04574,1
DB00909,DB00918,1
DB00215,DB06287,1
DB01076,DB00327,0
DB09065,DB12887,1
DB01227,DB11952,1
DB00997,DB09124,0
DB08502,DB01007,0
DB06203,DB11614,1
DB08903,DB09048,1
DB01268,DB11712,1
DB00367,DB00496,0
DB00244,DB00169,0
DB00621,DB00796,1
DB03756,DB04938,1
DB00180,DB00455,0
DB00533,DB01264,1
DB00469,DB00617,1
DB12713,DB00374,0
DB00806,DB01079,1
DB00188,DB01035,1
DB09173,DB00784,0
DB00586,DB12010,1
DB01357,DB00683,0
DB09291,DB00591,0
DB04838,DB01259,0
DB08873,DB12483,1
DB00361,DB00370,1
DB08846,DB09223,0
DB00343,DB08910,1
DB00356,DB09167,1
DB00214,DB01595,0
DB00379,DB00304,0
DB00409,DB12005,1
